Year,Job_Title,Salary_USD,Industry,Location,Experience_Level,AI_Adoption_Level,Required_Skills,Job_Openings,Remote_Work,Growth_Rate,Company_Size,Job_Type,Gender_Diversity_Index,Hiring_Frequency,Skill_Complexity
2013,AI Researcher,113397,Technology,Houston,Junior,Medium,"Sales, CRM, TensorFlow, PyTorch",333,No,18.0,Small (<50 employees),Part-time,0.59,Medium,High
2012,AI Engineer,87898,Finance,New York,Mid,High,"Sales, CRM, TensorFlow, PyTorch",110,Hybrid,19.6,Medium (50-500 employees),Part-time,0.42,High,Medium
2014,ML Engineer,142040,Retail,Seattle,Senior,Medium,"Python, SQL, Stats, TensorFlow, PyTorch",177,No,14.9,Medium (50-500 employees),Part-time,0.75,High,High
2015,Data Scientist,131284,Healthcare,Chicago,Junior,Low,"Python, SQL, Stats",426,No,19.8,Small (<50 employees),Full-time,0.23,Low,Medium
2016,AI Engineer,140500,Manufacturing,New York,Junior,Low,"Python, ML, AI, TensorFlow, PyTorch",212,No,24.4,Medium (50-500 employees),Contract,0.43,High,Medium
2023,AI Engineer,118834,Retail,Houston,Junior,Medium,"Python, SQL, Stats, TensorFlow, PyTorch",281,No,8.7,Medium (50-500 employees),Internship,0.7,Low,Low
2023,DL Engineer,110784,Healthcare,Boston,Senior,Medium,"AI, Research, TensorFlow, PyTorch",152,No,24.5,Large (>500 employees),Contract,0.47,High,High
2013,DL Engineer,112708,Education,Austin,Mid,High,"Sales, CRM, TensorFlow, PyTorch",199,Yes,9.6,Large (>500 employees),Part-time,0.45,Medium,Low
2022,AI Researcher,71260,Research,Chicago,Mid,Medium,"AI, Research, TensorFlow, PyTorch",371,No,20.8,Small (<50 employees),Part-time,0.8,High,Medium
2017,AI Researcher,81987,Healthcare,Seattle,Mid,Medium,"Python, SQL, Stats, TensorFlow, PyTorch",461,Yes,12.7,Large (>500 employees),Part-time,0.28,High,High
2022,Salesforce Consultant,104908,Finance,Boston,Mid,Medium,"AI, Research",420,Hybrid,20.4,Large (>500 employees),Internship,0.29,High,Medium
2020,AI Researcher,130112,Finance,Boston,Junior,Low,"Python, ML, AI, TensorFlow, PyTorch",445,No,13.9,Medium (50-500 employees),Internship,0.46,High,Low
2023,Data Scientist,114312,Retail,San Francisco,Junior,Medium,"Sales, CRM",301,No,13.5,Medium (50-500 employees),Full-time,0.69,High,High
2016,AI Researcher,61132,Retail,Austin,Senior,High,"AI, Research, TensorFlow, PyTorch",381,Hybrid,13.0,Medium (50-500 employees),Part-time,0.29,Low,High
2024,DL Engineer,78126,Technology,New York,Mid,High,"Python, SQL, Stats, TensorFlow, PyTorch",85,No,16.1,Medium (50-500 employees),Contract,0.85,High,Low
2012,ML Engineer,96654,Retail,Austin,Mid,Medium,"AI, Research, TensorFlow, PyTorch",353,Hybrid,2.8,Medium (50-500 employees),Part-time,0.36,Medium,Medium
2019,Data Scientist,107900,Retail,Miami,Mid,Low,"Sales, CRM",353,Yes,17.5,Large (>500 employees),Internship,0.37,Low,Medium
2018,AI Researcher,120367,Technology,Chicago,Mid,Medium,"Sales, CRM, TensorFlow, PyTorch",447,Yes,16.5,Large (>500 employees),Full-time,0.82,Low,Medium
2014,DL Engineer,119324,Retail,San Francisco,Senior,Low,"Python, ML, AI, TensorFlow, PyTorch",452,No,10.2,Large (>500 employees),Part-time,0.51,High,Medium
2021,AI Researcher,111886,Manufacturing,New York,Mid,High,"Sales, CRM, TensorFlow, PyTorch",187,Hybrid,14.9,Small (<50 employees),Contract,0.63,High,Medium
2017,Salesforce Consultant,66785,Manufacturing,Austin,Mid,High,"AI, Research",271,No,22.3,Small (<50 employees),Part-time,0.22,High,Medium
2013,Data Scientist,61836,Finance,Austin,Junior,Medium,"Python, SQL, Stats",444,Hybrid,19.9,Large (>500 employees),Full-time,0.27,High,High
2016,AI Researcher,148751,Technology,Austin,Junior,High,"Sales, CRM, TensorFlow, PyTorch",86,Hybrid,22.1,Small (<50 employees),Part-time,0.37,High,High
2016,AI Researcher,142666,Finance,New York,Senior,Low,"Sales, CRM, TensorFlow, PyTorch",485,No,6.0,Large (>500 employees),Full-time,0.64,Low,Medium
2010,ML Engineer,70239,Retail,Austin,Junior,High,"AI, Research, TensorFlow, PyTorch",126,Hybrid,7.9,Medium (50-500 employees),Part-time,0.38,High,Medium
2019,ML Engineer,89552,Manufacturing,Houston,Junior,Medium,"Python, ML, AI, TensorFlow, PyTorch",412,Hybrid,21.8,Small (<50 employees),Internship,0.42,High,Low
2019,AI Researcher,70508,Finance,Houston,Senior,High,"AI, Research, TensorFlow, PyTorch",428,No,12.8,Large (>500 employees),Part-time,0.36,Medium,Medium
2014,Data Scientist,67543,Finance,Miami,Senior,High,"Python, SQL, Stats",196,Hybrid,6.0,Large (>500 employees),Contract,0.33,High,Low
2018,DL Engineer,90447,Technology,Miami,Mid,Low,"Sales, CRM, TensorFlow, PyTorch",384,Hybrid,19.2,Medium (50-500 employees),Internship,0.59,Medium,Low
2017,AI Researcher,85038,Finance,Boston,Mid,Low,"AI, Research, TensorFlow, PyTorch",127,Yes,3.9,Large (>500 employees),Contract,0.6,High,High
2016,Salesforce Administrator,62424,Manufacturing,Seattle,Senior,High,"AI, Research",240,Yes,12.8,Medium (50-500 employees),Contract,0.79,High,Medium
2024,Data Scientist,76479,Education,San Francisco,Mid,High,"AI, Research",328,Hybrid,5.1,Medium (50-500 employees),Full-time,0.25,High,Medium
2011,ML Engineer,137732,Manufacturing,New York,Mid,High,"Sales, CRM, TensorFlow, PyTorch",281,Yes,13.8,Small (<50 employees),Full-time,0.93,Medium,High
2015,Salesforce Consultant,111308,Finance,Austin,Senior,Low,"Sales, CRM",298,Hybrid,7.5,Large (>500 employees),Part-time,0.67,Medium,Medium
2022,Salesforce Administrator,100532,Healthcare,Seattle,Senior,High,"Sales, CRM",356,Hybrid,7.8,Medium (50-500 employees),Part-time,0.41,Medium,Medium
2020,AI Engineer,107857,Manufacturing,Houston,Junior,High,"AI, Research, TensorFlow, PyTorch",220,Yes,4.1,Medium (50-500 employees),Full-time,0.4,Medium,Low
2015,Salesforce Administrator,72294,Education,Miami,Mid,High,"Python, ML, AI",247,No,9.1,Small (<50 employees),Contract,0.2,High,Medium
2013,Salesforce Developer,73496,Retail,Seattle,Mid,High,"Python, ML, AI",141,Yes,16.2,Small (<50 employees),Part-time,0.24,Medium,Medium
2016,AI Researcher,115528,Education,Houston,Mid,High,"Sales, CRM, TensorFlow, PyTorch",199,Hybrid,21.0,Large (>500 employees),Full-time,0.49,High,High
2017,Data Scientist,97565,Finance,New York,Mid,High,"Python, ML, AI",388,No,24.4,Large (>500 employees),Contract,0.35,High,Medium
2022,Data Scientist,120730,Technology,Houston,Senior,Medium,"Sales, CRM",308,Hybrid,8.5,Small (<50 employees),Full-time,0.7,Medium,Medium
2010,Salesforce Consultant,91649,Finance,Chicago,Senior,High,"Sales, CRM",156,Hybrid,4.6,Medium (50-500 employees),Full-time,0.96,High,High
2014,ML Engineer,120661,Manufacturing,Miami,Mid,Low,"Python, SQL, Stats, TensorFlow, PyTorch",451,Hybrid,4.3,Small (<50 employees),Internship,0.19,Low,Medium
2010,Salesforce Administrator,137239,Education,Chicago,Senior,Low,"Sales, CRM",290,No,12.6,Small (<50 employees),Full-time,0.84,High,Low
2016,AI Researcher,101117,Retail,San Jose,Senior,Low,"Python, ML, AI, TensorFlow, PyTorch",195,No,11.7,Medium (50-500 employees),Part-time,0.73,Low,Low
2022,DL Engineer,76466,Technology,San Jose,Junior,Medium,"AI, Research, TensorFlow, PyTorch",453,Hybrid,5.6,Large (>500 employees),Full-time,0.16,Low,High
2014,ML Engineer,149720,Technology,Austin,Junior,Low,"Sales, CRM, TensorFlow, PyTorch",497,Hybrid,6.6,Large (>500 employees),Internship,0.27,High,High
2017,Salesforce Developer,77112,Healthcare,Miami,Senior,Medium,"Python, SQL, Stats",400,Yes,10.0,Small (<50 employees),Internship,0.26,High,High
2013,AI Researcher,105338,Education,San Jose,Senior,Low,"AI, Research, TensorFlow, PyTorch",430,No,8.2,Large (>500 employees),Contract,0.64,Medium,Medium
2023,Salesforce Administrator,80978,Research,San Jose,Mid,High,"Python, SQL, Stats",186,No,1.5,Medium (50-500 employees),Part-time,0.95,High,High
2021,DL Engineer,79334,Finance,Miami,Junior,Medium,"Python, ML, AI, TensorFlow, PyTorch",490,Hybrid,9.5,Medium (50-500 employees),Full-time,0.79,High,High
2010,Data Scientist,108034,Finance,Boston,Mid,Low,"Sales, CRM",90,Yes,20.5,Large (>500 employees),Full-time,0.78,Low,Low
2018,Salesforce Consultant,68342,Healthcare,Chicago,Senior,Medium,"Python, ML, AI",257,No,13.1,Small (<50 employees),Contract,0.93,Medium,Medium
2012,AI Researcher,139140,Retail,Houston,Senior,Low,"AI, Research, TensorFlow, PyTorch",283,No,9.7,Medium (50-500 employees),Internship,0.15,High,Low
2022,Salesforce Administrator,79082,Finance,Boston,Mid,Medium,"Python, SQL, Stats",496,Yes,12.6,Small (<50 employees),Contract,0.54,Low,High
2020,Data Scientist,127944,Retail,Houston,Senior,Medium,"AI, Research",484,Yes,11.6,Small (<50 employees),Contract,0.57,High,Low
2010,AI Engineer,65442,Healthcare,Seattle,Mid,High,"Python, SQL, Stats, TensorFlow, PyTorch",66,No,22.7,Small (<50 employees),Full-time,0.38,High,High
2022,AI Researcher,83946,Manufacturing,Houston,Mid,High,"Sales, CRM, TensorFlow, PyTorch",251,Yes,9.0,Small (<50 employees),Part-time,0.41,High,Medium
2019,DL Engineer,84364,Research,Austin,Junior,Low,"Python, ML, AI, TensorFlow, PyTorch",117,Hybrid,1.0,Small (<50 employees),Contract,0.81,Medium,Medium
2014,Data Scientist,134488,Healthcare,San Jose,Mid,High,"Python, SQL, Stats",128,Yes,10.6,Large (>500 employees),Part-time,0.61,High,Medium
2021,AI Researcher,61133,Retail,Houston,Senior,Low,"Python, SQL, Stats, TensorFlow, PyTorch",56,Hybrid,12.1,Medium (50-500 employees),Full-time,0.45,High,High
2011,Salesforce Developer,78456,Technology,Seattle,Junior,High,"Python, ML, AI",351,Yes,8.5,Large (>500 employees),Full-time,0.85,High,Medium
2019,AI Researcher,141178,Manufacturing,Houston,Senior,High,"Sales, CRM, TensorFlow, PyTorch",234,Hybrid,23.9,Medium (50-500 employees),Full-time,0.74,High,Medium
2015,AI Researcher,89757,Finance,San Francisco,Mid,Medium,"Python, ML, AI, TensorFlow, PyTorch",183,Hybrid,19.2,Medium (50-500 employees),Internship,0.32,Medium,High
2020,AI Researcher,148472,Education,Miami,Senior,High,"Python, SQL, Stats, TensorFlow, PyTorch",120,No,9.7,Large (>500 employees),Contract,0.46,Low,Medium
2023,DL Engineer,104885,Research,New York,Junior,Medium,"Python, SQL, Stats, TensorFlow, PyTorch",445,No,5.7,Small (<50 employees),Internship,0.75,Low,High
2011,AI Researcher,96077,Technology,San Jose,Mid,Medium,"Sales, CRM, TensorFlow, PyTorch",132,Yes,3.6,Small (<50 employees),Contract,0.52,Medium,Medium
2010,AI Researcher,87047,Retail,Chicago,Mid,Low,"Python, SQL, Stats, TensorFlow, PyTorch",64,Hybrid,10.8,Large (>500 employees),Contract,0.58,Low,Medium
2020,Salesforce Administrator,103576,Technology,Chicago,Senior,Low,"Python, SQL, Stats",209,Yes,9.7,Large (>500 employees),Internship,0.59,Low,Medium
2015,Data Scientist,142756,Technology,Seattle,Senior,Medium,"AI, Research",454,No,16.4,Medium (50-500 employees),Internship,0.65,High,Medium
2021,AI Researcher,81587,Education,San Francisco,Senior,High,"Python, SQL, Stats, TensorFlow, PyTorch",129,No,2.0,Large (>500 employees),Full-time,0.29,Medium,Low
2016,AI Researcher,68234,Research,San Francisco,Mid,Low,"Python, SQL, Stats, TensorFlow, PyTorch",186,No,16.3,Large (>500 employees),Part-time,0.13,High,High
2017,Data Scientist,71464,Manufacturing,Boston,Mid,Medium,"AI, Research",401,Hybrid,17.1,Large (>500 employees),Internship,0.2,Low,High
2021,AI Engineer,119717,Healthcare,Chicago,Junior,Medium,"Sales, CRM, TensorFlow, PyTorch",418,Yes,1.8,Medium (50-500 employees),Part-time,0.78,Medium,High
2010,Data Scientist,83596,Finance,Seattle,Senior,High,"Python, ML, AI",337,No,2.8,Small (<50 employees),Internship,0.39,High,High
2012,DL Engineer,101866,Manufacturing,Austin,Mid,Medium,"Python, ML, AI, TensorFlow, PyTorch",350,No,7.3,Medium (50-500 employees),Part-time,0.9,High,Medium
2020,Salesforce Developer,111775,Education,Chicago,Junior,Medium,"Python, SQL, Stats",141,Hybrid,5.3,Small (<50 employees),Full-time,0.35,Medium,Low
2016,AI Researcher,122515,Finance,Houston,Mid,Low,"Python, ML, AI, TensorFlow, PyTorch",114,No,11.4,Large (>500 employees),Full-time,0.11,High,Low
2017,DL Engineer,68337,Healthcare,Chicago,Junior,Low,"AI, Research, TensorFlow, PyTorch",202,No,11.8,Large (>500 employees),Full-time,0.14,High,Medium
2019,Data Scientist,124583,Manufacturing,Boston,Junior,High,"Sales, CRM",220,No,22.0,Small (<50 employees),Full-time,0.53,High,Low
2018,Salesforce Administrator,117189,Technology,Seattle,Junior,Medium,"Python, SQL, Stats",351,No,19.9,Large (>500 employees),Full-time,0.59,High,Medium
2010,AI Researcher,109537,Education,Miami,Mid,Medium,"Python, ML, AI, TensorFlow, PyTorch",332,Yes,9.4,Large (>500 employees),Full-time,0.13,High,Medium
2022,AI Researcher,69320,Finance,San Jose,Junior,High,"AI, Research, TensorFlow, PyTorch",452,Hybrid,20.9,Small (<50 employees),Full-time,0.84,Medium,Medium
2021,DL Engineer,144822,Healthcare,Miami,Mid,Low,"Python, ML, AI, TensorFlow, PyTorch",306,No,15.7,Medium (50-500 employees),Part-time,0.99,High,High
2018,AI Researcher,115969,Research,Houston,Senior,High,"Sales, CRM, TensorFlow, PyTorch",227,Hybrid,9.3,Small (<50 employees),Internship,0.85,Medium,High
2018,Salesforce Administrator,123636,Manufacturing,Chicago,Mid,High,"Sales, CRM",78,Hybrid,23.6,Medium (50-500 employees),Contract,0.11,High,Low
2010,AI Researcher,77624,Healthcare,San Francisco,Junior,Low,"Python, ML, AI, TensorFlow, PyTorch",326,Hybrid,21.9,Large (>500 employees),Contract,0.58,High,Low
2014,AI Researcher,109760,Technology,New York,Senior,Medium,"AI, Research, TensorFlow, PyTorch",240,Hybrid,7.7,Medium (50-500 employees),Contract,0.17,Medium,Medium
2012,AI Researcher,141220,Education,San Jose,Senior,High,"Sales, CRM, TensorFlow, PyTorch",320,Hybrid,18.0,Medium (50-500 employees),Contract,0.88,Low,Medium
2017,DL Engineer,85093,Finance,Miami,Mid,Medium,"Sales, CRM, TensorFlow, PyTorch",147,Yes,6.9,Medium (50-500 employees),Full-time,0.47,Low,Low
2017,AI Researcher,104278,Research,Chicago,Senior,Medium,"Python, ML, AI, TensorFlow, PyTorch",93,No,18.7,Large (>500 employees),Internship,0.5,High,Medium
2011,Data Scientist,112068,Research,Houston,Junior,High,"AI, Research",76,No,19.6,Large (>500 employees),Full-time,0.29,High,Medium
2024,DL Engineer,91971,Research,Houston,Junior,Medium,"Python, SQL, Stats, TensorFlow, PyTorch",439,Hybrid,4.6,Medium (50-500 employees),Part-time,0.22,High,Medium
2019,Salesforce Developer,80946,Finance,Chicago,Mid,Medium,"AI, Research",238,No,24.1,Small (<50 employees),Part-time,0.32,Low,Medium
2019,AI Researcher,148632,Technology,San Francisco,Senior,High,"Python, SQL, Stats, TensorFlow, PyTorch",487,No,14.1,Large (>500 employees),Full-time,0.68,High,High
2020,AI Researcher,99042,Manufacturing,San Francisco,Mid,Medium,"Python, SQL, Stats, TensorFlow, PyTorch",223,Hybrid,23.1,Small (<50 employees),Part-time,0.62,Medium,High
2011,Data Scientist,104766,Healthcare,Seattle,Mid,Medium,"Python, SQL, Stats",499,Yes,4.2,Large (>500 employees),Internship,0.38,High,Low
2022,AI Researcher,85652,Manufacturing,Seattle,Senior,Medium,"Sales, CRM, TensorFlow, PyTorch",214,Hybrid,5.2,Large (>500 employees),Internship,0.14,Medium,Low
2022,Data Scientist,91872,Research,Austin,Senior,High,"AI, Research",373,Hybrid,2.1,Large (>500 employees),Full-time,0.14,High,Low
2014,Data Scientist,106232,Research,New York,Junior,High,"Python, SQL, Stats",281,No,14.1,Large (>500 employees),Internship,0.84,High,Low
2015,ML Engineer,89828,Research,Boston,Senior,Medium,"Sales, CRM, TensorFlow, PyTorch",259,No,10.8,Small (<50 employees),Contract,0.22,Medium,Medium
2017,AI Researcher,139365,Retail,San Jose,Senior,Low,"Sales, CRM, TensorFlow, PyTorch",451,Yes,11.5,Medium (50-500 employees),Part-time,0.95,High,Medium
2011,AI Researcher,84130,Technology,Chicago,Junior,Low,"Python, ML, AI, TensorFlow, PyTorch",291,Yes,9.8,Small (<50 employees),Internship,0.57,High,Medium
2020,Salesforce Developer,122523,Retail,Houston,Junior,Low,"Python, ML, AI",166,Hybrid,17.0,Small (<50 employees),Internship,0.58,High,Medium
2017,Data Scientist,69402,Research,Miami,Senior,High,"Python, SQL, Stats",138,Hybrid,15.5,Small (<50 employees),Part-time,0.92,Medium,High
2020,AI Engineer,143114,Manufacturing,New York,Junior,High,"Python, ML, AI, TensorFlow, PyTorch",478,No,22.7,Small (<50 employees),Full-time,0.41,Low,High
2021,DL Engineer,98380,Education,Miami,Mid,Medium,"Sales, CRM, TensorFlow, PyTorch",208,Hybrid,2.7,Small (<50 employees),Contract,0.84,High,Low
2015,AI Researcher,89281,Manufacturing,San Francisco,Mid,Low,"Python, ML, AI, TensorFlow, PyTorch",276,Hybrid,1.9,Small (<50 employees),Internship,0.87,Low,Medium
2024,Data Scientist,121966,Research,Austin,Junior,Low,"Sales, CRM",433,No,22.8,Medium (50-500 employees),Part-time,0.25,Medium,Medium
2011,Salesforce Administrator,116279,Research,San Jose,Senior,Low,"AI, Research",360,Hybrid,1.3,Small (<50 employees),Contract,0.51,High,Medium
2020,ML Engineer,124795,Technology,Miami,Senior,Low,"Python, SQL, Stats, TensorFlow, PyTorch",112,Yes,8.5,Small (<50 employees),Part-time,0.95,Low,Low
2016,Data Scientist,147477,Retail,Seattle,Mid,Medium,"Python, SQL, Stats",473,No,6.0,Medium (50-500 employees),Contract,0.86,High,Medium
2019,AI Researcher,68196,Research,New York,Senior,Low,"AI, Research, TensorFlow, PyTorch",436,No,15.1,Medium (50-500 employees),Internship,0.32,High,High
2022,Salesforce Consultant,87243,Education,Chicago,Senior,Low,"Python, ML, AI",382,No,24.4,Small (<50 employees),Part-time,0.7,Medium,Medium
2013,Salesforce Developer,99676,Technology,Boston,Junior,Medium,"Sales, CRM",337,No,3.1,Medium (50-500 employees),Full-time,0.62,Medium,Medium
2019,Salesforce Consultant,121192,Manufacturing,San Francisco,Junior,Low,"AI, Research",409,Yes,13.0,Large (>500 employees),Part-time,0.99,High,Medium
2017,AI Researcher,132826,Finance,San Francisco,Senior,High,"Python, SQL, Stats, TensorFlow, PyTorch",148,No,7.3,Small (<50 employees),Contract,0.19,Low,Medium
2010,ML Engineer,132109,Healthcare,San Francisco,Senior,Low,"Python, SQL, Stats, TensorFlow, PyTorch",361,Hybrid,21.2,Small (<50 employees),Internship,0.1,Medium,High
2016,ML Engineer,137722,Research,New York,Junior,Low,"Python, SQL, Stats, TensorFlow, PyTorch",306,Hybrid,7.6,Large (>500 employees),Internship,0.95,Medium,High
2019,ML Engineer,84908,Research,Boston,Junior,High,"Python, SQL, Stats, TensorFlow, PyTorch",376,No,11.0,Small (<50 employees),Part-time,0.25,High,High
2020,AI Engineer,97491,Education,San Francisco,Junior,Medium,"AI, Research, TensorFlow, PyTorch",177,No,14.8,Medium (50-500 employees),Part-time,0.48,High,Low
2022,Data Scientist,112837,Manufacturing,San Francisco,Junior,Low,"AI, Research",391,No,20.4,Small (<50 employees),Full-time,0.95,High,High
2012,AI Engineer,126982,Finance,Seattle,Junior,Medium,"Sales, CRM, TensorFlow, PyTorch",102,No,8.5,Large (>500 employees),Internship,0.81,High,High
2013,AI Engineer,99750,Manufacturing,San Jose,Junior,Medium,"AI, Research, TensorFlow, PyTorch",314,Yes,7.4,Large (>500 employees),Part-time,0.34,High,High
2020,Data Scientist,73540,Finance,San Francisco,Senior,High,"Python, ML, AI",253,Hybrid,1.5,Medium (50-500 employees),Internship,0.14,High,High
2018,Data Scientist,130338,Education,San Francisco,Mid,High,"Python, ML, AI",327,No,8.6,Large (>500 employees),Internship,0.39,High,Medium
2021,AI Engineer,74271,Technology,San Francisco,Mid,High,"Sales, CRM, TensorFlow, PyTorch",472,No,5.2,Large (>500 employees),Internship,0.42,Medium,Medium
2013,Data Scientist,94548,Technology,New York,Junior,High,"Python, SQL, Stats",55,Hybrid,9.2,Small (<50 employees),Full-time,0.48,Medium,Medium
2017,Data Scientist,80947,Education,Seattle,Mid,High,"Sales, CRM",355,No,19.7,Small (<50 employees),Part-time,0.24,Low,High
2019,Data Scientist,130289,Education,San Francisco,Junior,High,"AI, Research",83,Hybrid,3.0,Medium (50-500 employees),Contract,0.83,High,High
2016,Data Scientist,75525,Education,Austin,Senior,Low,"Python, SQL, Stats",178,Hybrid,22.6,Medium (50-500 employees),Part-time,0.13,High,Medium
2010,AI Researcher,106889,Retail,San Francisco,Mid,High,"Python, ML, AI, TensorFlow, PyTorch",85,Yes,22.5,Medium (50-500 employees),Internship,0.15,Low,Medium
2023,AI Researcher,140292,Retail,San Francisco,Senior,Low,"AI, Research, TensorFlow, PyTorch",247,No,1.7,Large (>500 employees),Full-time,0.93,High,High
2013,ML Engineer,97524,Manufacturing,San Francisco,Senior,Medium,"Sales, CRM, TensorFlow, PyTorch",479,Hybrid,2.9,Medium (50-500 employees),Contract,0.12,High,Low
2014,Data Scientist,81412,Healthcare,San Francisco,Mid,Medium,"Python, ML, AI",278,No,14.3,Large (>500 employees),Internship,0.97,High,Medium
2022,AI Engineer,116168,Manufacturing,San Francisco,Mid,Medium,"Sales, CRM, TensorFlow, PyTorch",119,No,17.3,Small (<50 employees),Part-time,0.13,Medium,Medium
2024,Data Scientist,83309,Manufacturing,Miami,Junior,Medium,"Sales, CRM",51,No,19.7,Small (<50 employees),Internship,0.62,Medium,Medium
2022,Data Scientist,120066,Retail,San Francisco,Mid,Medium,"Python, SQL, Stats",389,Hybrid,5.5,Small (<50 employees),Full-time,0.98,Low,Medium
2022,Salesforce Administrator,127666,Healthcare,San Francisco,Junior,High,"Python, SQL, Stats",384,No,23.0,Large (>500 employees),Internship,0.58,High,Medium
2023,DL Engineer,132419,Healthcare,Seattle,Senior,High,"Python, ML, AI, TensorFlow, PyTorch",219,Hybrid,1.8,Large (>500 employees),Contract,0.46,Medium,Medium
2011,DL Engineer,74070,Finance,New York,Junior,Medium,"Python, ML, AI, TensorFlow, PyTorch",138,Hybrid,12.9,Small (<50 employees),Contract,0.82,Low,Low
2017,AI Engineer,118814,Finance,Seattle,Mid,High,"AI, Research, TensorFlow, PyTorch",166,No,11.0,Small (<50 employees),Contract,0.83,Medium,Medium
2021,Data Scientist,133690,Finance,Houston,Mid,High,"Sales, CRM",399,Yes,24.1,Medium (50-500 employees),Contract,0.8,Medium,High
2010,Data Scientist,138864,Retail,Boston,Mid,High,"Python, ML, AI",438,Hybrid,11.4,Small (<50 employees),Full-time,0.58,High,Medium
2016,Data Scientist,63588,Retail,Miami,Senior,Low,"AI, Research",217,Hybrid,4.4,Medium (50-500 employees),Full-time,0.85,Medium,High
2015,ML Engineer,149025,Technology,San Francisco,Mid,Medium,"Sales, CRM, TensorFlow, PyTorch",359,Hybrid,10.4,Medium (50-500 employees),Contract,0.54,High,High
2012,Data Scientist,144948,Healthcare,Seattle,Junior,High,"Python, SQL, Stats",155,Hybrid,17.4,Large (>500 employees),Full-time,0.21,Medium,Medium
2013,Data Scientist,148411,Research,Chicago,Senior,High,"Python, SQL, Stats",409,No,18.1,Small (<50 employees),Contract,0.85,High,Low
2017,AI Researcher,63435,Retail,Chicago,Senior,High,"Python, ML, AI, TensorFlow, PyTorch",152,No,14.3,Small (<50 employees),Contract,0.15,High,Medium
2012,Data Scientist,134305,Technology,San Francisco,Mid,Medium,"Python, ML, AI",455,Yes,7.5,Medium (50-500 employees),Full-time,0.43,High,High
2016,Data Scientist,138670,Manufacturing,Boston,Senior,High,"Python, ML, AI",205,Yes,19.5,Large (>500 employees),Full-time,0.95,High,High
2011,DL Engineer,113486,Education,Boston,Mid,Low,"Python, ML, AI, TensorFlow, PyTorch",157,No,16.6,Large (>500 employees),Part-time,0.68,High,Medium
2010,Data Scientist,60338,Manufacturing,Houston,Senior,High,"Python, ML, AI",402,No,9.9,Small (<50 employees),Part-time,0.61,High,High
2014,AI Researcher,144243,Education,New York,Mid,Low,"Python, SQL, Stats, TensorFlow, PyTorch",221,Hybrid,3.1,Small (<50 employees),Part-time,0.41,High,High
2016,AI Researcher,99626,Education,Miami,Junior,High,"Python, ML, AI, TensorFlow, PyTorch",494,Yes,14.2,Medium (50-500 employees),Contract,0.8,High,Medium
2010,Salesforce Administrator,139111,Research,Seattle,Junior,High,"Python, SQL, Stats",280,Hybrid,16.1,Medium (50-500 employees),Full-time,0.43,Low,Low
2014,ML Engineer,120169,Research,San Francisco,Mid,Medium,"Python, SQL, Stats, TensorFlow, PyTorch",262,Hybrid,13.0,Large (>500 employees),Contract,0.91,High,High
2011,Data Scientist,67554,Research,Miami,Junior,Medium,"Python, ML, AI",308,Hybrid,24.2,Small (<50 employees),Internship,0.92,High,Low
2022,Data Scientist,141335,Technology,Houston,Mid,Medium,"Python, ML, AI",116,No,5.7,Large (>500 employees),Part-time,0.59,High,Medium
2016,ML Engineer,72636,Finance,Houston,Junior,High,"Python, ML, AI, TensorFlow, PyTorch",451,No,10.4,Large (>500 employees),Part-time,0.4,High,High
2024,Data Scientist,144372,Healthcare,Miami,Senior,Medium,"Python, ML, AI",69,Yes,7.9,Large (>500 employees),Internship,0.98,High,Medium
2020,AI Researcher,113381,Research,New York,Junior,Medium,"Python, SQL, Stats, TensorFlow, PyTorch",210,Hybrid,6.2,Large (>500 employees),Contract,0.17,Low,Medium
2015,AI Engineer,100513,Technology,New York,Senior,Medium,"AI, Research, TensorFlow, PyTorch",272,No,2.8,Small (<50 employees),Internship,0.9,High,High
2018,Data Scientist,136968,Finance,San Francisco,Senior,High,"AI, Research",116,Yes,18.0,Medium (50-500 employees),Full-time,0.25,High,Medium
2024,ML Engineer,131217,Manufacturing,Houston,Senior,Medium,"AI, Research, TensorFlow, PyTorch",389,Hybrid,19.2,Large (>500 employees),Full-time,0.98,Low,High
2011,AI Researcher,85488,Finance,Houston,Mid,Low,"Python, ML, AI, TensorFlow, PyTorch",460,Hybrid,10.1,Large (>500 employees),Part-time,0.4,Medium,High
2013,Data Scientist,126060,Retail,Austin,Junior,Low,"AI, Research",116,No,19.4,Small (<50 employees),Contract,0.14,Medium,High
2016,Salesforce Consultant,86512,Finance,Chicago,Junior,Medium,"AI, Research",444,Hybrid,10.0,Medium (50-500 employees),Full-time,0.21,High,Medium
2020,AI Researcher,66485,Healthcare,Miami,Senior,Low,"Sales, CRM, TensorFlow, PyTorch",420,No,19.7,Small (<50 employees),Internship,0.65,Medium,High
2024,Salesforce Administrator,109190,Manufacturing,Austin,Mid,High,"Python, ML, AI",282,No,15.3,Medium (50-500 employees),Part-time,0.67,Low,Medium
2023,Salesforce Consultant,64315,Education,Boston,Senior,Low,"Python, SQL, Stats",161,No,1.1,Medium (50-500 employees),Internship,0.41,Low,High
2010,ML Engineer,76606,Retail,Austin,Mid,High,"Sales, CRM, TensorFlow, PyTorch",262,Yes,7.7,Medium (50-500 employees),Part-time,0.42,High,Medium
